Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0.0/3.14159,141,46,17000.0,42465.69906480854,24.111376000291784,135132.68234799942,20.21276595744681,0.8516053654095137,0.2778287007718981,17000,27000,47000,133000,135000,135000,135000,135000,135000,135000,135000
,Aggregated,141,46,17000.0,42465.69906480854,24.111376000291784,135132.68234799942,20.21276595744681,0.8516053654095137,0.2778287007718981,17000,27000,47000,133000,135000,135000,135000,135000,135000,135000,135000
