Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0.0/3.14159,2917,2917,31,38.27761611621709,21.598515999357915,321.7579369993473,207.0,16.68962907834306,16.68962907834306,31,34,37,40,51,68,150,180,290,320,320
,Aggregated,2917,2917,31,38.27761611621709,21.598515999357915,321.7579369993473,207.0,16.68962907834306,16.68962907834306,31,34,37,40,51,68,150,180,290,320,320
